Island,SampleID,Samplename,Experiment,SiteNumber,SiteName,Replicate,Sample_type,Sample_location,Reef_area,Lat,Long,Dcrest,Disland,Dlagoon,Temp,DO,pH,MaxDepth.m,TP.mg.kg,TKN.mg.kg,TOCpercent,NoxasN.mg.kg,TN.mg.kg,NP,Observed,Chao1,Shannon,Simpson,Chla,Pheo,ChlPheo,MeanGrainsize,Sorting,Skewness,Kurtosis,D50um,GRAVELpercent,SANDpercent,MUDpercent
OTI,18-b2-OR,18_b2_OR,Spot,18,OTI18,2,Sediment,Spot,OuterReef,-23.49498,152.04479,47.55047721,4709.631132,3693.655882,,,,9,228,230,0.17,0.1,230,1.01,792,838.5294118,6.117798709,0.995622202,NA,NA,NA,1.583986827,0.70035665,-0.020184081,0.974190298,331.5445283,0,0.99160084,0.00839916
OTI,18-c2-OR,18_c2_OR,Spot,18,OTI18,2,Sediment,Spot,OuterReef,-23.49498,152.04479,47.55047721,4709.631132,3693.655882,,,,9,228,230,0.17,0.1,230,1.01,1710,2553.160976,6.947537663,0.998061035,NA,NA,NA,1.584194275,0.707453641,-0.022401284,0.968516858,331.1653356,0,0.991996799,0.008003201
OTI,18-a3-OR,18_a3_OR,Spot,18,OTI18,3,Sediment,Spot,OuterReef,-23.49498,152.04479,47.55047721,4709.631132,3693.655882,,,,9,260,260,0.17,0.1,260,1,1595,2562.100313,6.857407125,0.998054439,3.279,2.04255,1.545454545,1.756693522,0.685477382,-0.030336156,0.976459532,293.3991919,0,0.99149915,0.00850085
OTI,18-b3-OR,18_b3_OR,Spot,18,OTI18,3,Sediment,Spot,OuterReef,-23.49498,152.04479,47.55047721,4709.631132,3693.655882,,,,9,260,260,0.17,0.1,260,1,2044,3785.841709,7.208807353,0.998692253,NA,NA,NA,1.675427606,0.702503813,-0.036085988,0.977194862,310.4483604,0,0.990702789,0.009297211
OTI,18-c3-OR,18_c3_OR,Spot,18,OTI18,3,Sediment,Spot,OuterReef,-23.49498,152.04479,47.55047721,4709.631132,3693.655882,,,,9,260,260,0.17,0.1,260,1,1501,2190.107143,6.777323076,0.997777499,NA,NA,NA,1.717333173,0.673553096,-0.024034895,0.969448031,302.1159268,0,0.9899,0.0101
OTI,19-a1-OR,19_a1_OR,Spot,19,OTI19,1,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,262,280,0.12,0.2,280,1.07,1448,2034.920732,6.81659492,0.998286545,5.223144105,3.300189956,1.557788945,0.876164406,0.739593185,0.047788087,0.961898298,550.0331675,0,0.99500861,0.00499139
OTI,19-b1-OR,19_b1_OR,Spot,19,OTI19,1,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,262,280,0.12,0.2,280,1.07,1570,2631.289199,6.879793787,0.998307003,NA,NA,NA,0.807887669,0.7525982,0.06403531,0.970855101,578.8832535,0,0.994761529,0.005238471
OTI,19-c1-OR,19_c1_OR,Spot,19,OTI19,1,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,262,280,0.12,0.2,280,1.07,1708,2788.626087,7.007178859,0.998547617,NA,NA,NA,0.841087245,0.770457362,0.079241033,0.977228066,568.086533,0,0.994160945,0.005839055
OTI,19-a2-OR,19_a2_OR,Spot,19,OTI19,2,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,256,250,0.12,0.1,250,0.98,1583,2590.51,6.888637596,0.998285111,5.32365,3.199995,1.516483516,1.317582325,0.712998158,0.011448638,0.950025071,401.7093061,0,0.99213261,0.00786739
OTI,19-b2-OR,19_b2_OR,Spot,19,OTI19,2,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,256,250,0.12,0.1,250,0.98,1699,2756.52924,6.980179382,0.998360441,NA,NA,NA,1.285516654,0.724416815,0.00789435,0.95944321,410.4998386,0,0.991493587,0.008506413
OTI,19-c2-OR,19_c2_OR,Spot,19,OTI19,2,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,256,250,0.12,0.1,250,0.98,1674,2796.227129,6.967903787,0.998392561,NA,NA,NA,1.363875934,0.719241215,0.01107047,0.953648672,388.6955979,0,0.991335916,0.008664084
OTI,19-a3-OR,19_a3_OR,Spot,19,OTI19,3,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,300,260,0.18,0.1,260,0.87,1843,3185.214286,7.105753061,0.998707835,5.111625,3.13191,1.531791908,1.350554013,0.785330359,0.01358693,0.969961048,392.7457329,0,0.989490234,0.010509766
OTI,19-b3-OR,19_b3_OR,Spot,19,OTI19,3,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,300,260,0.18,0.1,260,0.87,1964,3599.040872,7.188607037,0.998800849,NA,NA,NA,1.389756382,0.734812552,0.018977342,0.955790645,382.7464052,0,0.988939914,0.011060086
OTI,19-c3-OR,19_c3_OR,Spot,19,OTI19,3,Sediment,Spot,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,11.6,300,260,0.18,0.1,260,0.87,1338,1860.908163,6.691110604,0.997950145,NA,NA,NA,1.213249069,0.809313825,0.024019872,0.964820067,433.093174,0,0.990800355,0.009199645
OTI,OR19W-a-Water,OR19W_a_Water,Spot,19,OTI19,1,Water,Water,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,OR19W-b-Water,OR19W_b_Water,Spot,19,OTI19,2,Water,Water,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,OR19W-c-Water,OR19W_c_Water,Spot,19,OTI19,3,Water,Water,OuterReef,-23.48884,152.06032,15.85578121,3531.052069,2292.695628,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,
OTI,Apron1a-30,Apron1a_30,Spot,30,SA1,1,Sediment,Spot,SandApron,-23.5001,152.0662,988.2783705,2453.95788,1541.077686,,,,1.5,275.5,380,0.215,0.3,380,1.38,1464,2597.147727,6.579723184,0.996161074,2.19204,1.3617,1.543478261,1.089221792,0.994333302,0.150758035,1.085388078,487.525743,0,0.979695702,0.020304298
OTI,Apron1b-30,Apron1b_30,Spot,30,SA1,2,Sediment,Spot,SandApron,-23.5001,152.0662,988.2783705,2453.95788,1541.077686,,,,1.5,275.5,380,0.215,0.3,380,1.38,1443,2329.285714,6.65641485,0.997128692,3.81945,2.3489325,1.534883721,1.057151529,0.965229953,0.152676053,1.045334852,501.5655823,0,0.984929895,0.015070105
OTI,Apron1c-30,Apron1c_30,Spot,30,SA1,3,Sediment,Spot,SandApron,-23.5001,152.0662,988.2783705,2453.95788,1541.077686,,,,1.5,275.5,380,0.215,0.3,380,1.38,1769,3133.294643,6.954715574,0.997903781,NA,NA,NA,1.372946457,1.011350324,0.10616193,1.019697423,397.7753224,0,0.981065972,0.018934028
OTI,Apron2a-31,Apron2a_31,Spot,31,SA2,1,Sediment,Spot,SandApron,-23.5062,152.0742,483.2351569,1540.966006,1227.745015,25.77667742,101.7822581,8.270483871,1.5,239,290,0.26,0.15,290,1.21,1414,2282.126354,6.627075151,0.997144274,4.688325,3.3021225,1.664383562,1.218428137,0.979612648,-0.008565852,0.926554181,425.4916756,0.000808024,0.987877267,0.011314709
OTI,Apron2b-31,Apron2b_31,Spot,31,SA2,2,Sediment,Spot,SandApron,-23.5062,152.0742,483.2351569,1540.966006,1227.745015,25.77667742,101.7822581,8.270483871,1.5,239,290,0.26,0.15,290,1.21,1453,2675.860656,6.643133754,0.997338046,3.78165,2.5531875,1.619834711,1.01992672,0.995732864,0.037660187,0.942133681,498.1028563,0.011175945,0.97434561,0.014478445
OTI,Apron2c-31,Apron2c_31,Spot,31,SA2,3,Sediment,Spot,SandApron,-23.5062,152.0742,483.2351569,1540.966006,1227.745015,25.77667742,101.7822581,8.270483871,1.5,239,290,0.26,0.15,290,1.21,1521,2559.989362,6.75638693,0.99769825,NA,NA,NA,0.987589707,0.964817322,0.080543002,0.950791514,517.2220591,0.001270386,0.986622841,0.012106773
OTI,Apron3a-32,Apron3a_32,Spot,32,SA3,1,Sediment,Spot,SandApron,-23.5082,152.0876,429.7887945,267.1814826,1413.277799,23.78452747,93.61758242,8.19,1.5,288,250,0.195,0.1,250,0.87,1774,3181.375,6.959877586,0.997984846,5.3244,3.608505,1.623529412,1.145560502,1.079490202,0.040165649,0.871177559,459.5497743,0.007027852,0.989944865,0.003027283
OTI,Apron3b-32,Apron3b_32,Spot,32,SA3,2,Sediment,Spot,SandApron,-23.5082,152.0876,429.7887945,267.1814826,1413.277799,23.78452747,93.61758242,8.19,1.5,288,250,0.195,0.1,250,0.87,1555,2652.322581,6.818765127,0.997968021,NA,NA,NA,1.027152854,1.099312493,0.083881031,0.868163045,512.1052793,0.01389669,0.985823792,0.000279518
OTI,Apron3c-32,Apron3c_32,Spot,32,SA3,3,Sediment,Spot,SandApron,-23.5082,152.0876,429.7887945,267.1814826,1413.277799,23.78452747,93.61758242,8.19,1.5,288,250,0.195,0.1,250,0.87,1360,2157.842105,6.567344503,0.996901939,NA,NA,NA,1.035996347,1.073362233,0.066720834,0.886890472,503.3536129,0.0125656,0.987108295,0.000326105
